"target#aspect";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"thats#unknown";"0";"1";"2";"thats";"V";"thats#2"
"cocktails#Facilities";"0";"1";"2";"cocktail";"N";"cocktails#2"
"reviews#unknown";"0";"1";"3";"review";"N";"reviews#3"
"bus#Transportation";"0";"1";"20";"bus";"N";"bus#20"
"selection#Breakfast";"0";"1";"7";"selection";"N";"selection#7"
"choices#unknown";"0";"1";"4";"choice";"N";"choices#4"
"fruit#Restaurant";"0";"1";"4";"fruit";"N";"fruit#4"
"manager#Staff";"0";"1";"14";"manager";"N";"manager#14"
"spot#Location";"0";"1";"8";"spot";"N";"spot#8"
"phone#Facilities";"0";"1";"3";"phone";"N";"phone#3"
"age#unknown";"0";"1";"6";"age";"N";"age#6"
"rimini#unknown";"0";"1";"3";"Rimini";"R";"rimini#3"
"floor#Interior/exterior";"0";"1";"26";"floor";"N";"floor#26"
"everywhere#unknown";"0";"1";"6";"everywhere";"N";"everywhere#6"
"madrid#Location";"0";"1";"8";"Madrid";"R";"madrid#8"
"fitness#Facilities";"0";"1";"4";"fitness";"N";"fitness#4"
"mamlouk#Location";"0";"1";"4";"Mamlouk";"R";"mamlouk#4"
"oriental#Restaurant";"0";"1";"2";"oriental";"G";"oriental#2"
"requests#unknown";"0";"1";"2";"request";"N";"requests#2"
"views#Interior/exterior";"0";"1";"8";"view";"N";"views#8"
"bathrooms#Bathroom";"0";"1";"4";"bathroom";"N";"bathrooms#4"
"architecture#Interior/exterior";"0";"1";"5";"architecture";"N";"architecture#5"
"lagune#Location";"0";"1";"2";"Lagune";"R";"lagune#2"
"glasses#Restaurant";"0";"1";"2";"glass";"N";"glasses#2"
"interior#Interior/exterior";"0";"1";"3";"Interior";"R";"interior#3"
"week#unknown";"0";"1";"23";"week";"N";"week#23"
"the atmosphere#unknown";"1";"7";"7";"the atmosphere";"D N";"the#2027 atmosphere#12"
"the spa#Facilities";"1";"4";"4";"the spa";"D N";"the#2027 spa#20"
"this resort#unknown";"1";"4";"4";"this resort";"D N";"this#254 resort#31"
"the receptionists#Staff";"1";"3";"3";"the receptionist";"D N";"the#2027 receptionists#4"
"the stuff#Staff";"1";"3";"3";"the stuff";"D N";"the#2027 stuff#5"
"the personnel#Staff";"1";"3";"3";"the personnel";"D N";"the#2027 personnel#11"
"the dinner#Restaurant";"1";"2";"2";"the dinner";"D N";"the#2027 dinner#19"
"this holiday#unknown";"1";"2";"2";"this holiday";"D N";"this#254 holiday#61"
"the amenities#Facilities";"1";"2";"2";"the amenity";"D N";"the#2027 amenities#9"
"the sheets#Beds";"1";"2";"2";"the sheet";"D N";"the#2027 sheets#4"
"enough seats#Restaurant";"1";"2";"2";"enough seat";"G N";"enough#31 seats#3"
"the holiday#unknown";"1";"2";"2";"the holiday";"D N";"the#2027 holiday#61"
"the turkish#Restaurant";"1";"2";"2";"the turkish";"D G";"the#2027 turkish#3"
"the grounds#Facilities";"1";"2";"2";"the ground";"D N";"the#2027 grounds#7"
"dvd player#Facilities";"1";"2";"2";"dvd player";"V N";"dvd#2 player#2"
"swimming pools#Swimming pool";"1";"2";"2";"swimming pool";"N N";"swimming#10 pools#10"
"his team#Staff";"1";"2";"2";"his team";"Q N";"his#8 team#20"
"holiday stay#unknown";"1";"2";"2";"holiday stay";"N N";"holiday#61 stay#129"
"our hosts#Staff";"1";"2";"2";"our host";"Q N";"our#128 hosts#10"
"groundfloor room#Rooms";"1";"2";"2";"groundfloor room";"N N";"groundfloor#2 room#262"
"the bathrooms#Bathroom";"1";"2";"2";"the bathroom";"D N";"the#2027 bathrooms#4"
"chocolate sprinkles#Breakfast";"1";"2";"2";"chocolate sprinkles";"N N";"chocolate#2 sprinkles#2"
"coffee maker#Facilities";"1";"2";"2";"Coffee maker";"R N";"coffee#21 maker#2"
"the decor#Interior/exterior";"1";"2";"2";"the decor";"D N";"the#2027 decor#2"
"the halls#Interior/exterior";"1";"2";"2";"the hall";"D N";"the#2027 halls#2"
"bed linen#Beds";"1";"2";"2";"bed linen";"N N";"bed#33 linen#7"
"this man#Staff";"1";"1";"1";"this man";"D N";"this#254 man#3"
"parking areas#Car parking";"1";"1";"1";"parking area";"N N";"parking#22 areas#16"
"hotel location#Location";"1";"1";"1";"hotel location";"N N";"hotel#680 location#99"
"its placement#Location";"1";"1";"1";"its placement";"Q N";"its#27 placement#1"
"room cleanliness#Cleanliness";"1";"1";"1";"room cleanliness";"N N";"room#262 cleanliness#9"
"executive lounge#Facilities";"1";"1";"1";"Executive Lounge";"R R";"executive#7 lounge#9"
"low band#Internet";"1";"1";"1";"low band";"G N";"low#10 band#1"
"electric kettle#Facilities";"1";"1";"1";"electric kettle";"G N";"electric#1 kettle#4"
"cold drinks#Facilities";"1";"1";"1";"Cold drink";"R N";"cold#6 drinks#20"
"pool view#Rooms";"1";"1";"1";"pool view";"N N";"pool#46 view#33"
"many facilities#Facilities";"1";"1";"1";"many facility";"G N";"many#31 facilities#24"
"the deserts#Restaurant";"1";"1";"1";"the desert";"D N";"the#2027 deserts#1"
"the rates#Value-for-money";"1";"1";"1";"the rate";"D N";"the#2027 rates#2"
"parking spaces#Car parking";"1";"1";"1";"park space";"V N";"parking#22 spaces#1"
"this travelodge#unknown";"1";"1";"1";"this Travelodge";"D R";"this#254 travelodge#1"
"this room#Rooms";"1";"1";"1";"this room";"D N";"this#254 room#262"
"soap dish#Bathroom";"1";"1";"1";"soap dish";"N N";"soap#2 dish#1"
"a bar#Facilities";"1";"1";"1";"a bar";"D N";"a#833 bar#45"
"a market#Location";"1";"1";"1";"a market";"D N";"a#833 market#8"
"river seine#Location";"1";"1";"1";"river seine";"N N";"river#4 seine#1"
"breakfast buffet#Breakfast";"1";"1";"1";"breakfast buffet";"N N";"breakfast#116 buffet#14"
"the accommodation#Facilities";"1";"1";"1";"the accommodation";"D N";"the#2027 accommodation#6"
"studio room#Rooms";"1";"1";"1";"studio room";"N N";"studio#2 room#262"
"the highway#Location";"1";"1";"1";"the highway";"D N";"the#2027 highway#2"
"hotel ambience#unknown";"1";"1";"1";"hotel ambience";"N N";"hotel#680 ambience#1"
"the preciseness#unknown";"1";"1";"1";"the preciseness";"D N";"the#2027 preciseness#1"
"beach activities#Facilities";"1";"1";"1";"beach activity";"N N";"beach#88 activities#5"
"room artwork#Rooms";"1";"1";"1";"room artwork";"N N";"room#262 artwork#1"
"rungis market#Location";"1";"1";"1";"Rungis market";"R N";"rungis#2 market#8"
"every restaurant#Restaurant";"1";"1";"1";"every restaurant";"D N";"every#33 restaurant#70"
"hotel bathroom#Bathroom";"1";"1";"1";"hotel bathroom";"N N";"hotel#680 bathroom#46"
"a kettle#Facilities";"1";"1";"1";"a kettle";"D N";"a#833 kettle#4"
"tho hotel#unknown";"1";"1";"1";"Tho Hotel";"R R";"tho#1 hotel#680"
"centre pompidou#Location";"1";"1";"1";"Centre Pompidou";"R R";"centre#26 pompidou#1"
"3 complaints#unknown";"1";"1";"1";"3 complaint";"O N";"3#19 complaints#4"
"used plates#Restaurant";"1";"1";"1";"use plate";"V N";"used#11 plates#1"
"the bass#Noisiness";"1";"1";"1";"the bass";"D N";"the#2027 bass#1"
"business centers#Facilities";"1";"1";"1";"business center";"N N";"business#31 centers#2"
"one dinner#Restaurant";"1";"1";"1";"one dinner";"O N";"one#98 dinner#19"
"the bikes#Facilities";"1";"1";"1";"the bike";"D N";"the#2027 bikes#3"
"the employees#Staff";"1";"1";"1";"the employee";"D N";"the#2027 employees#3"
"get away#unknown";"1";"1";"1";"get away";"V O";"get#49 away#18"
"many bars#Location";"1";"1";"1";"many bar";"G N";"many#31 bars#15"
"show time#Facilities";"1";"1";"1";"show time";"N N";"show#5 time#74"
"hotel experience#unknown";"1";"1";"1";"hotel experience";"N N";"hotel#680 experience#20"
"oriental dance#Facilities";"1";"1";"1";"oriental dance";"G N";"oriental#2 dance#2"
"little insects#Cleanliness";"1";"1";"1";"little insect";"G N";"little#47 insects#1"
"bell staff#Staff";"1";"1";"1";"Bell staff";"R N";"bell#1 staff#191"
"room insulation#Noisiness";"1";"1";"1";"room insulation";"N N";"room#262 insulation#1"
"notre dame#Location";"1";"1";"1";"Notre Dame";"R R";"notre#1 dame#1"
"video games#Facilities";"1";"1";"1";"video game";"G N";"video#1 games#3"
"mini market#Facilities";"1";"1";"1";"mini market";"N N";"mini#6 market#8"
"bus tickets#Transportation";"1";"1";"1";"bus ticket";"N N";"bus#20 tickets#2"
"vital spa#Facilities";"1";"1";"1";"Vital Spa";"R R";"vital#1 spa#20"
"budget option#Value-for-money";"1";"1";"1";"budget option";"N N";"budget#15 option#8"
"daily exercise#unknown";"1";"1";"1";"daily exercise";"G N";"daily#10 exercise#1"
"hotel massena#unknown";"1";"1";"1";"hotel Massena";"N R";"hotel#680 massena#1"
"this location#unknown";"1";"1";"1";"this location";"D N";"this#254 location#99"
"room lock#Rooms";"1";"1";"1";"room lock";"N N";"room#262 lock#1"
"room amenities#Rooms";"1";"1";"1";"Room amenity";"R N";"room#262 amenities#9"
"a cigarette#unknown";"1";"1";"1";"a cigarette";"D N";"a#833 cigarette#1"
"nousy works#Noisiness";"1";"1";"1";"nousy work";"A V";"nousy#1 works#4"
"ironing board#Facilities";"1";"1";"1";"iron board";"V N";"ironing#1 board#3"
"the friendliness#unknown";"1";"1";"1";"the friendliness";"D N";"the#2027 friendliness#1"
"a cottage#unknown";"1";"1";"1";"a cottage";"D N";"a#833 cottage#1"
"2 stops#Transportation";"1";"1";"1";"2 stop";"O N";"2#40 stops#6"
"numerous shopping#Location";"1";"1";"1";"numerous shopping";"G N";"numerous#3 shopping#20"
"holiday resort#unknown";"1";"1";"1";"holiday resort";"N N";"holiday#61 resort#31"
"beach areas#Facilities";"1";"1";"1";"beach area";"N N";"beach#88 areas#16"
"cathode tv#Facilities";"1";"1";"1";"cathode Tv";"N R";"cathode#1 tv#25"
"a bill#unknown";"1";"1";"1";"a bill";"D N";"a#833 bill#2"
"dam square#Location";"1";"1";"1";"Dam Square";"R R";"dam#1 square#6"
"the cottages#unknown";"1";"1";"1";"the cottage";"D N";"the#2027 cottages#1"
"takeaway basket#Facilities";"1";"1";"1";"takeaway basket";"N N";"takeaway#1 basket#1"
"food choice#Restaurant";"1";"1";"1";"food choice";"N N";"food#131 choice#34"
"amsterdam rai#Location";"1";"1";"1";"Amsterdam RAI";"R R";"amsterdam#16 rai#1"
"my bill#unknown";"1";"1";"1";"my bill";"Q N";"my#141 bill#2"
"the corridors#Interior/exterior";"1";"1";"1";"the corridor";"D N";"the#2027 corridors#1"
"tram station#Transportation";"1";"1";"1";"tram station";"N N";"tram#7 station#26"
"breakfast staffs#Staff";"1";"1";"1";"breakfast staff";"N N";"breakfast#116 staffs#3"
"wow about#unknown";"1";"1";"1";"wow about";"V P";"wow#3 about#50"
"the ac#unknown";"1";"1";"1";"the AC";"D R";"the#2027 ac#1"
"spa area#Facilities";"1";"1";"1";"spa area";"G N";"spa#20 area#67"
"something different#unknown";"1";"1";"1";"something different";"A G";"something#13 different#16"
"the luxor#Location";"1";"1";"1";"the Luxor";"D R";"the#2027 luxor#2"
"bus stations#Transportation";"1";"1";"1";"bus station";"N N";"bus#20 stations#5"
"french cuisine#Restaurant";"1";"1";"1";"french cuisine";"G N";"french#8 cuisine#3"
"shower equipment#Bathroom";"1";"1";"1";"shower equipment";"N N";"shower#16 equipment#6"
"the menus#Restaurant";"1";"1";"1";"the menus";"D N";"the#2027 menus#1"
"time spent#unknown";"1";"1";"1";"time spend";"N V";"time#74 spent#11"
"transport connections#Transportation";"1";"1";"1";"transport connection";"N N";"transport#7 connections#4"
"bed cover#Beds";"1";"1";"1";"bed cover";"N N";"bed#33 cover#1"
"drinks buffet#Facilities";"1";"1";"1";"drink buffet";"N N";"drinks#20 buffet#14"
"every noice#Noisiness";"1";"1";"1";"every noice";"D N";"every#33 noice#1"
"its location#Location";"1";"1";"1";"its location";"Q N";"its#27 location#99"
"room space#Rooms";"1";"1";"1";"room space";"N N";"room#262 space#12"
"wellness facilities.#Facilities";"1";"1";"1";"wellness facilities.";"N V";"wellness#12 facilities.#1"
"shopping areas#Facilities";"1";"1";"1";"shop area";"V N";"shopping#20 areas#16"
"the score#unknown";"1";"1";"1";"the score";"D N";"the#2027 score#1"
"the lift#Facilities";"1";"1";"1";"the lift";"D N";"the#2027 lift#5"
"child pool#Swimming pool";"1";"1";"1";"child pool";"N N";"child#3 pool#46"
"the furniture#Interior/exterior";"1";"1";"1";"the furniture";"D N";"the#2027 furniture#6"
"step aerobic#Facilities";"1";"1";"1";"step aerobic";"N G";"step#2 aerobic#1"
"the expense#Value-for-money";"1";"1";"1";"the expense";"D N";"the#2027 expense#1"
"complaints handling#Reservation/check-in/check-out";"1";"1";"1";"complaint handle";"N V";"complaints#4 handling#1"
"the neightborhood#Interior/exterior";"1";"1";"1";"the neightborhood";"D N";"the#2027 neightborhood#1"
"wash basin#Bathroom";"1";"1";"1";"wash basin";"N N";"wash#1 basin#2"
"relax time#unknown";"1";"1";"1";"relax time";"G N";"relax#17 time#74"
"two things#unknown";"1";"1";"1";"two thing";"O N";"two#30 things#16"
"tube stations#Transportation";"1";"1";"1";"tube station";"N N";"tube#3 stations#5"
"a lift#Facilities";"1";"1";"1";"a lift";"D N";"a#833 lift#5"
"this experience#unknown";"1";"1";"1";"this experience";"D N";"this#254 experience#20"
"tube television#Facilities";"1";"1";"1";"tube television";"N N";"tube#3 television#3"
"flat tv#Facilities";"1";"1";"1";"Flat TV";"R N";"flat#5 tv#25"
"tv signal#Facilities";"1";"1";"1";"TV signal";"N N";"tv#25 signal#2"
"playing ground#Facilities";"1";"1";"1";"play ground";"V N";"playing#1 ground#7"
"that atmosphere#unknown";"1";"1";"1";"that atmosphere";"P N";"that#162 atmosphere#12"
"the suite#Rooms";"1";"1";"1";"the suite";"D N";"the#2027 suite#7"
"electrical outlet#Facilities";"1";"1";"1";"electrical outlet";"G N";"electrical#2 outlet#1"
"2 pools#Swimming pool";"1";"1";"1";"2 pool";"O N";"2#40 pools#10"
"storage space#Rooms";"1";"1";"1";"storage space";"N N";"storage#1 space#12"
"the madrasses#Beds";"1";"1";"1";"the madrasses";"D N";"the#2027 madrasses#1"
"the kitchenware#Facilities";"1";"1";"1";"the kitchenware";"D N";"the#2027 kitchenware#1"
"te meals#Restaurant";"1";"1";"1";"te meal";"N N";"te#2 meals#10"
"architectual design#Interior/exterior";"1";"1";"1";"architectual design";"G N";"architectual#1 design#6"
"screen tv#Facilities";"1";"1";"1";"screen TV";"N N";"screen#2 tv#25"
"our pitch#Facilities";"1";"1";"1";"our pitch";"Q N";"our#128 pitch#1"
"dining areas#Location";"1";"1";"1";"dining area";"N N";"dining#8 areas#16"
"its position#Location";"1";"1";"1";"its position";"Q N";"its#27 position#4"
"evening entertainment#Facilities";"1";"1";"1";"evening entertainment";"N N";"evening#14 entertainment#7"
"two options#unknown";"1";"1";"1";"two option";"O N";"two#30 options#7"
"mini minidisco#Facilities";"1";"1";"1";"mini minidisco";"V G";"mini#6 minidisco#1"
"shopping mall#Location";"1";"1";"1";"shopping mall";"N N";"shopping#20 mall#3"
"the scale#unknown";"1";"1";"1";"the scale";"D N";"the#2027 scale#1"
"live show#Facilities";"1";"1";"1";"live show";"G N";"live#2 show#5"
"sunrise mamlouk#Location";"1";"1";"1";"Sunrise Mamlouk";"R R";"sunrise#2 mamlouk#4"
"bathroom basin#Bathroom";"1";"1";"1";"bathroom basin";"N N";"bathroom#46 basin#2"
"the walk#unknown";"1";"1";"1";"the walk";"D N";"the#2027 walk#31"
"piped music#Facilities";"1";"1";"1";"pipe music";"V N";"piped#1 music#16"
"resort hotel#unknown";"1";"1";"1";"resort hotel";"N N";"resort#31 hotel#680"
"the design#Interior/exterior";"1";"1";"1";"the design";"D N";"the#2027 design#6"
"some restaurants#Location";"1";"1";"1";"some restaurant";"D N";"some#65 restaurants#42"
"wooden floor#Interior/exterior";"1";"1";"1";"wooden floor";"G N";"wooden#1 floor#26"
"dinner portions#Restaurant";"1";"1";"1";"dinner portion";"N N";"dinner#19 portions#1"
"zone 1#Location";"1";"1";"1";"zone 1";"N O";"zone#1 1#11"
"the sink#Bathroom";"1";"1";"1";"the sink";"D N";"the#2027 sink#1"
"general competences#Staff";"1";"1";"1";"general competence";"G N";"general#16 competences#1"
"some cleaning#Cleanliness";"1";"1";"1";"some cleaning";"D N";"some#65 cleaning#7"
"the mattresses#Beds";"1";"1";"1";"the mattress";"D N";"the#2027 mattresses#2"
"some construction#unknown";"1";"1";"1";"some construction";"D N";"some#65 construction#2"
"mountain excursions#Facilities";"1";"1";"1";"mountain excursion";"N N";"mountain#2 excursions#2"
"lcd tv#Facilities";"1";"1";"1";"LCD TV";"R N";"lcd#1 tv#25"
"the meals#Restaurant";"1";"1";"1";"the meal";"D N";"the#2027 meals#10"
"the choices#unknown";"1";"1";"1";"the choice";"D N";"the#2027 choices#4"
"holiday place#Location";"1";"1";"1";"holiday place";"N N";"holiday#61 place#68"
"service level#Staff";"1";"1";"1";"service level";"N N";"service#79 level#9"
"first impression#unknown";"1";"1";"1";"1 impression";"G N";"first#31 impression#9"
"death rat#unknown";"1";"1";"1";"death rat";"N A";"death#1 rat#1"
"conference rooms#Facilities";"1";"1";"1";"conference room";"N N";"conference#5 rooms#124"
"the drinks#Restaurant";"1";"1";"1";"the drink";"D N";"the#2027 drinks#20"
"one tv#Facilities";"1";"1";"1";"one TV";"O N";"one#98 tv#25"
"the style#Interior/exterior";"1";"1";"1";"the style";"D N";"the#2027 style#9"
"relaxation area#Facilities";"1";"1";"1";"relaxation area";"N N";"relaxation#2 area#67"
"some staff#Staff";"1";"1";"1";"some staff";"D N";"some#65 staff#191"
"breakfast selection#Breakfast";"1";"1";"1";"breakfast selection";"N N";"breakfast#116 selection#7"
"golf courses#Facilities";"1";"1";"1";"golf course";"D N";"golf#3 courses#1"
"touristy area#unknown";"1";"1";"1";"touristy area";"G N";"touristy#1 area#67"
"the architecture#Interior/exterior";"1";"1";"1";"the architecture";"D N";"the#2027 architecture#5"
"mamlouk resort#Location";"1";"1";"1";"Mamlouk resort";"R N";"mamlouk#4 resort#31"
"negative review#unknown";"1";"1";"1";"negative review";"G N";"negative#2 review#3"
"water heater#Facilities";"1";"1";"1";"water heater";"N N";"water#19 heater#1"
"the lighting#Rooms";"1";"1";"1";"the lighting";"D N";"the#2027 lighting#1"
"beach area#Location";"1";"1";"1";"beach area";"D N";"beach#88 area#67"
"hotel interior#Interior/exterior";"1";"1";"1";"hotel interior";"N N";"hotel#680 interior#3"
"these apartments#unknown";"1";"1";"1";"these apartment";"D N";"these#9 apartments#4"
"jacuzzi area#Facilities";"1";"1";"1";"jacuzzi area";"N N";"jacuzzi#2 area#67"
"internet centre#Internet";"1";"1";"1";"Internet centre";"R N";"internet#18 centre#26"
"the gilde#Location";"1";"1";"1";"the Gilde";"D R";"the#2027 gilde#2"
"every need#Staff";"1";"1";"1";"every need";"D N";"every#33 need#23"
"sauna area#Facilities";"1";"1";"1";"sauna area";"N N";"sauna#9 area#67"
"the villas#unknown";"1";"1";"1";"the villa";"D N";"the#2027 villas#1"
"beach club#Facilities";"1";"1";"1";"beach club";"N N";"beach#88 club#17"
"the kichen#Facilities";"1";"1";"1";"the kichen";"D N";"the#2027 kichen#1"
"hamburger meat#Restaurant";"1";"1";"1";"Hamburger meat";"R N";"hamburger#1 meat#1"
"new ones#unknown";"1";"1";"1";"new one";"G N";"new#20 ones#2"
"hotel resort#unknown";"1";"1";"1";"hotel resort";"N N";"hotel#680 resort#31"
"tuscan location#Location";"1";"1";"1";"Tuscan location";"R N";"tuscan#2 location#99"
"4 restaurants#Restaurant";"1";"1";"1";"4 restaurant";"O N";"4#29 restaurants#42"
"upper rooms#Rooms";"1";"1";"1";"Upper room";"R N";"upper#4 rooms#124"
"the villa#unknown";"1";"1";"1";"the villa";"D N";"the#2027 villa#9"
"maid service#Staff";"1";"1";"1";"Maid service";"R N";"maid#1 service#79"
"the cabinets#Rooms";"1";"1";"1";"the cabinet";"D N";"the#2027 cabinets#1"
"food prices#Value-for-money";"1";"1";"1";"food price";"N N";"food#131 prices#2"
"reception personnel#Staff";"1";"1";"1";"reception personnel";"N N";"reception#29 personnel#11"
"tee times#Facilities";"1";"1";"1";"tee time";"N N";"tee#1 times#23"
"bus stops#Transportation";"1";"1";"1";"bus stop";"N N";"bus#20 stops#6"
"soft drinks#Facilities";"1";"1";"1";"soft drink";"G N";"soft#3 drinks#20"
"the experience#unknown";"1";"1";"1";"the experience";"D N";"the#2027 experience#20"
"a reef#Location";"1";"1";"1";"a reef";"D N";"a#833 reef#1"
"its beach#Location";"1";"1";"1";"its beach";"Q N";"its#27 beach#88"
"every detail#unknown";"1";"1";"1";"every detail";"D N";"every#33 detail#4"
"bath shower#Bathroom";"1";"1";"1";"Bath shower";"R N";"bath#9 shower#16"
"my breakfast#Breakfast";"1";"1";"1";"my breakfast";"Q N";"my#141 breakfast#116"
"parking possibilties#Car parking";"1";"1";"1";"parking possibilties";"N N";"parking#22 possibilties#1"
"bad comments#unknown";"1";"1";"1";"bad comment";"G N";"bad#33 comments#3"
"great luxury#unknown";"1";"1";"1";"great luxury";"G N";"great#156 luxury#11"
"all rounder#unknown";"1";"1";"1";"all rounder";"D N";"all#188 rounder#1"
"restaurants around#Location";"1";"1";"1";"restaurant around";"N A";"restaurants#42 around#34"
"my impressions#unknown";"1";"1";"1";"my impression";"Q N";"my#141 impressions#1"
"sound isolation#Noisiness";"1";"1";"1";"sound isolation";"N N";"sound#2 isolation#1"
"any noise#Noisiness";"1";"1";"1";"any noise";"D N";"any#37 noise#20"
"the layout#Interior/exterior";"1";"1";"1";"the layout";"D N";"the#2027 layout#1"
"a nightclub#Location";"1";"1";"1";"a nightclub";"D N";"a#833 nightclub#2"
"wellness hotel#unknown";"1";"1";"1";"wellness hotel";"N N";"wellness#12 hotel#680"
"steam bath#Facilities";"1";"1";"1";"steam bath";"N N";"steam#4 bath#9"
"beach villa#unknown";"1";"1";"1";"beach villa";"N N";"beach#88 villa#9"
"spa services#Facilities";"1";"1";"1";"Spa service";"R N";"spa#20 services#14"
"fruit choice#Breakfast";"1";"1";"1";"Fruit choice";"R N";"fruit#4 choice#34"
"the massage#Facilities";"1";"1";"1";"the massage";"D N";"the#2027 massage#4"
"shared shower#Bathroom";"1";"1";"1";"share shower";"V N";"shared#1 shower#16"
"bussiness choice#unknown";"1";"1";"1";"bussiness choice";"N N";"bussiness#1 choice#34"
"gym facilities#Facilities";"1";"1";"1";"gym facility";"N N";"gym#13 facilities#24"
"some services#Staff";"1";"1";"1";"some service";"D N";"some#65 services#14"
"excecutive chef#Staff";"1";"1";"1";"excecutive chef";"G N";"excecutive#1 chef#4"
"breakfast buffett#Breakfast";"1";"1";"1";"breakfast buffett";"N N";"breakfast#116 buffett#1"
"the bungalow#unknown";"1";"1";"1";"the bungalow";"D N";"the#2027 bungalow#1"
"parking problems#Car parking";"1";"1";"1";"parking problem";"N N";"parking#22 problems#9"
"the bellmen#Staff";"1";"1";"1";"the bellmen";"D N";"the#2027 bellmen#1"
"internet access#Internet";"1";"1";"1";"Internet access";"R N";"internet#18 access#15"
"small fridge#Facilities";"1";"1";"1";"small fridge";"G G";"small#68 fridge#4"
"the elegance#unknown";"1";"1";"1";"the elegance";"D N";"the#2027 elegance#2"
"marseillan plage#Location";"1";"1";"1";"Marseillan plage";"R N";"marseillan#1 plage#1"
"minibar drinks#Facilities";"1";"1";"1";"minibar drink";"N N";"minibar#3 drinks#20"
"the carpet#Interior/exterior";"1";"1";"1";"the carpet";"D N";"the#2027 carpet#2"
"the beaches#Location";"1";"1";"1";"the beach";"D N";"the#2027 beaches#4"
"a stay#unknown";"1";"1";"1";"a stay";"D N";"a#833 stay#129"
"all furniture#Interior/exterior";"1";"1";"1";"all furniture";"D N";"all#188 furniture#6"
"parking places#Car parking";"1";"1";"1";"parking place";"N N";"parking#22 places#9"
"the balcony#Facilities";"1";"1";"1";"the balcony";"D N";"the#2027 balcony#10"
"cleaning men#Staff";"1";"1";"1";"clean man";"V N";"cleaning#7 men#3"
"the mattress#Beds";"1";"1";"1";"the mattress";"D N";"the#2027 mattress#2"
"entertainment program#Facilities";"1";"1";"1";"entertainment program";"N N";"entertainment#7 program#2"
"that place.#unknown";"1";"1";"1";"that place.";"P N";"that#162 place.#2"
"several things#unknown";"1";"1";"1";"several thing";"G N";"several#12 things#16"
"nespresso machine#Facilities";"1";"1";"1";"Nespresso machine";"R N";"nespresso#1 machine#6"
"living room#unknown";"1";"1";"1";"living room";"N N";"living#1 room#262"
"a forest#Location";"1";"1";"1";"a forest";"D N";"a#833 forest#1"
"real bar#Facilities";"1";"1";"1";"real bar";"G N";"real#6 bar#45"
"this campsite#unknown";"1";"1";"1";"this campsite";"D N";"this#254 campsite#3"
"back massage#Facilities";"1";"1";"1";"back massage";"A N";"back#59 massage#4"
"heating system#Facilities";"1";"1";"1";"heating system";"N N";"heating#3 system#3"
"some rennovation#unknown";"1";"1";"1";"some rennovation";"D N";"some#65 rennovation#1"
"night rest#unknown";"1";"1";"1";"night rest";"N N";"night#54 rest#15"
"customer service#Staff";"1";"1";"1";"customer service";"N N";"customer#3 service#79"
"steam iron#Facilities";"1";"1";"1";"steam iron";"N N";"steam#4 iron#5"
"2 seats#Rooms";"1";"1";"1";"2 seat";"O N";"2#40 seats#3"
"many comforts#Facilities";"1";"1";"1";"many comfort";"G N";"many#31 comforts#3"
"all noise#Noisiness";"1";"1";"1";"all noise";"D N";"all#188 noise#20"
"everything else#unknown";"1";"1";"1";"everything else";"N A";"everything#52 else#5"
"7th year#unknown";"1";"1";"1";"7th year";"G N";"7th#1 year#24"
"public restrooms#Bathroom";"1";"1";"1";"public restrooms";"N V";"public#10 restrooms#1"
"animation club#Facilities";"1";"1";"1";"animation club";"N N";"animation#20 club#17"
"the dancers#Staff";"1";"1";"1";"the dancer";"D N";"the#2027 dancers#1"
"animations program#Facilities";"1";"1";"1";"animation program";"N V";"animations#2 program#2"
"the dorint#Location";"1";"1";"1";"the Dorint";"D R";"the#2027 dorint#7"
"orange juice#Breakfast";"1";"1";"1";"orange juice";"N N";"orange#1 juice#5"
"sleeping floor#Rooms";"1";"1";"1";"sleep floor";"V N";"sleeping#1 floor#26"
"the showers#Bathroom";"1";"1";"1";"the shower";"D N";"the#2027 showers#1"
"the dawning#unknown";"1";"1";"1";"the dawning";"D N";"the#2027 dawning#1"
"decorative items#Interior/exterior";"1";"1";"1";"decorative item";"N N";"decorative#1 items#4"
"two boats#Transportation";"1";"1";"1";"two boat";"O N";"two#30 boats#1"
"high floor#Interior/exterior";"1";"1";"1";"high floor";"G N";"high#8 floor#26"
"the hotel#unknown";"0";"78";"248";"the hotel";"D N";"the#2027 hotel#680"
"the staff#Staff";"0";"50";"72";"the staff";"D N";"the#2027 staff#191"
"this hotel#unknown";"0";"49";"111";"this hotel";"D N";"this#254 hotel#680"
"the room#Rooms";"0";"47";"97";"the room";"D N";"the#2027 room#262"
"the food#Restaurant";"0";"38";"45";"the food";"D N";"the#2027 food#131"
"the rooms#Rooms";"0";"35";"42";"the room";"D N";"the#2027 rooms#124"
"the location#Location";"0";"19";"23";"the location";"D N";"the#2027 location#99"
"the beach#Location";"0";"16";"30";"the beach";"D N";"the#2027 beach#88"
"the bathroom#Bathroom";"0";"16";"21";"the bathroom";"D N";"the#2027 bathroom#46"
"the service#Staff";"0";"16";"21";"the service";"D N";"the#2027 service#79"
"the breakfast#Breakfast";"0";"13";"25";"the breakfast";"D N";"the#2027 breakfast#116"
"the price#Value-for-money";"0";"10";"22";"the price";"D N";"the#2027 price#44"
