"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"beautifully landscaped#positive";"1";"1";"1";"beautifully landscaped";"A G";"beautifully#2 landscaped#1"
"totally overpriced#strongnegative";"1";"1";"1";"totally overpriced";"A G";"totally#4 overpriced#3"
"very tiny#strongnegative";"1";"1";"1";"very tiny";"A G";"very#458 tiny#8"
"beautifully decorated#positive";"1";"1";"1";"beautifully decorate";"A V";"beautifully#2 decorated#7"
"absolutely stunning#strongpositive";"1";"1";"1";"absolutely stunning";"A G";"absolutely#18 stunning#2"
"not work#negative";"1";"1";"1";"not work";"A N";"not#259 work#21"
"even tinier#negative";"1";"1";"1";"even tinier";"A N";"even#40 tinier#1"
"not bad#positive";"1";"1";"1";"not bad";"A G";"not#259 bad#33"
"will choose#positive";"1";"1";"1";"will choose";"O V";"will#63 choose#9"
"the case#negative";"1";"1";"1";"the case";"D N";"the#2027 case#4"
"great.incredible size#strongpositive";"1";"1";"1";"great.incredible size";"G N";"great.incredible#1 size#17"
"very enjoyable#strongpositive";"1";"1";"1";"very enjoyable";"A G";"very#458 enjoyable#6"
"very simple#strongnegative";"1";"1";"1";"very simple";"A G";"very#458 simple#3"
"absolutely beautiful#strongpositive";"1";"1";"1";"absolutely beautiful";"A G";"absolutely#18 beautiful#31"
"very usual#negative";"1";"1";"1";"very usual";"A G";"very#458 usual#5"
"so relaxing#strongpositive";"1";"1";"1";"so relaxing";"A G";"so#118 relaxing#15"
"not pleasant#negative";"1";"1";"1";"not pleasant";"A G";"not#259 pleasant#13"
"little annoying#negative";"1";"1";"1";"little annoy";"G V";"little#47 annoying#4"
"too warm#negative";"1";"1";"1";"too warm";"A G";"too#42 warm#13"
"totally jammed#strongnegative";"1";"1";"1";"totally jam";"A V";"totally#4 jammed#1"
"quite cheap#positive";"1";"1";"1";"quite cheap";"A G";"quite#40 cheap#19"
"very comfy#strongpositive";"1";"1";"1";"very comfy";"A G";"very#458 comfy#6"
"constantly cleaned#positive";"1";"1";"1";"constantly clean";"A V";"constantly#2 cleaned#13"
"pretty basic#negative";"1";"1";"1";"Pretty basic";"R G";"pretty#11 basic#18"
"quite ok#positive";"1";"1";"1";"quite ok";"A G";"quite#40 ok#28"
"always warm.barman#positive";"1";"1";"1";"always warm.Barman";"A R";"always#46 warm.barman#1"
"helped quickly#positive";"1";"1";"1";"help quickly";"V A";"helped#3 quickly#6"
"very silent#strongpositive";"1";"1";"1";"very silent";"A G";"very#458 silent#1"
"very classy#strongpositive";"1";"1";"1";"very classy";"A G";"very#458 classy#1"
"only italien#negative";"1";"1";"1";"only italien";"G N";"only#84 italien#1"
"very quiet#strongpositive";"1";"1";"1";"very quiet";"A G";"very#458 quiet#21"
"very okay#strongpositive";"1";"1";"1";"very okay";"A G";"very#458 okay#6"
"chic !#strongpositive";"1";"1";"1";"chic !";"N O";"chic#2 !#234"
"pretty dark#negative";"1";"1";"1";"pretty dark";"A G";"pretty#11 dark#6"
"typical tuscan#positive";"1";"1";"1";"typical Tuscan";"G R";"typical#4 tuscan#2"
"service minded#positive";"1";"1";"1";"service mind";"N V";"service#79 minded#1"
"very various#strongpositive";"1";"1";"1";"very various";"A G";"very#458 various#4"
"high speed#positive";"1";"1";"1";"high speed";"G N";"high#8 speed#4"
"working well#positive";"1";"1";"1";"work well";"V A";"working#19 well#84"
"nice spa#positive";"1";"1";"1";"nice spa";"G N";"nice#168 spa#20"
"rather good#positive";"1";"1";"1";"rather good";"A G";"rather#12 good#275"
"great size#strongpositive";"1";"1";"1";"Great size";"R N";"great#156 size#17"
"not cozy#negative";"1";"1";"1";"not cozy";"A G";"not#259 cozy#5"
"nice alternation#positive";"1";"1";"1";"nice alternation";"G N";"nice#168 alternation#1"
"very steep#strongnegative";"1";"1";"1";"very steep";"A G";"very#458 steep#3"
"always helpful#strongpositive";"1";"1";"1";"always helpful";"A G";"always#46 helpful#45"
"nice !#strongpositive";"1";"1";"1";"Nice !";"R O";"nice#168 !#234"
"blue flag#positive";"1";"1";"1";"blue flag";"G N";"blue#2 flag#3"
"worked well#positive";"1";"1";"1";"work well";"V A";"worked#10 well#84"
"help full#positive";"1";"1";"1";"help full";"N A";"help#19 full#14"
"well kept#positive";"1";"1";"1";"well keep";"A V";"well#84 kept#5"
"kept clean#positive";"1";"1";"1";"kept clean";"G G";"kept#5 clean#131"
"extremely difficult#strongnegative";"1";"1";"1";"extremely difficult";"A G";"extremely#13 difficult#4"
"cannot use#negative";"1";"1";"1";"cannot use";"O V";"cannot#10 use#17"
"all overcooked#negative";"1";"1";"1";"all overcooked";"D G";"all#188 overcooked#1"
"almost nill#negative";"1";"1";"1";"almost nill";"A G";"almost#8 nill#1"
"pretty fast#positive";"1";"1";"1";"pretty fast";"A A";"pretty#11 fast#9"
"definitely worth#positive";"1";"1";"1";"definitely worth";"A G";"definitely#25 worth#21"
"under renovation#negative";"1";"1";"1";"under renovation";"P N";"under#6 renovation#7"
"very safisfied#strongpositive";"1";"1";"1";"very safisfied";"A V";"very#458 safisfied#1"
"mini fridge.#positive";"1";"1";"1";"mini fridge.";"G N";"mini#6 fridge.#1"
"exceptionally friendly#strongpositive";"1";"1";"1";"exceptionally friendly";"A G";"exceptionally#4 friendly#126"
"very secure#strongpositive";"1";"1";"1";"very secure";"A G";"very#458 secure#1"
"top !#strongpositive";"1";"1";"1";"top !";"G O";"top#21 !#234"
"very hospitable#strongpositive";"1";"1";"1";"very hospitable";"A G";"very#458 hospitable#1"
"really modern#strongpositive";"1";"1";"1";"really modern";"A G";"really#92 modern#26"
"great idea#strongpositive";"1";"1";"1";"great idea";"G N";"great#156 idea#2"
"super comfortable#strongpositive";"1";"1";"1";"super comfortable";"G G";"super#16 comfortable#32"
"similar to#positive";"1";"1";"1";"similar to";"G P";"similar#3 to#771"
"immidiately come#positive";"1";"1";"1";"immidiately come";"A V";"immidiately#1 come#30"
"really enjoyable#strongpositive";"1";"1";"1";"really enjoyable";"A G";"really#92 enjoyable#6"
"never experienced#negative";"1";"1";"1";"never experience";"A V";"never#23 experienced#7"
"well worth#positive";"1";"1";"1";"well worth";"A G";"well#84 worth#21"
"always empty#negative";"1";"1";"1";"always empty";"A G";"always#46 empty#5"
"freezing !#strongpositive";"1";"1";"1";"freeze !";"V O";"freezing#1 !#234"
"chill out#positive";"1";"1";"1";"chill out";"N P";"chill#1 out#48"
"really excelent#strongpositive";"1";"1";"1";"really excelent";"A G";"really#92 excelent#2"
"well done#positive";"1";"1";"1";"well do";"A V";"well#84 done#9"
"super small#strongnegative";"1";"1";"1";"super small";"G G";"super#16 small#68"
"always attentive#strongpositive";"1";"1";"1";"always attentive";"A G";"always#46 attentive#8"
"fantastic !#strongpositive";"1";"1";"1";"fantastic !";"G O";"fantastic#22 !#234"
"very big#strongpositive";"1";"1";"1";"very big";"A G";"very#458 big#42"
"under refurbishment#negative";"1";"1";"1";"under refurbishment";"P N";"under#6 refurbishment#4"
"to expensive#negative";"1";"1";"1";"to expensive";"P V";"to#771 expensive#17"
"exceptionally large#strongpositive";"1";"1";"1";"exceptionally large";"A G";"exceptionally#4 large#27"
"expect them#negative";"1";"1";"1";"expect them";"V Q";"expect#17 them#15"
"fairly good#positive";"1";"1";"1";"fairly good";"A G";"fairly#1 good#275"
"extremely unpleasant#strongnegative";"1";"1";"1";"extremely unpleasant";"A G";"extremely#13 unpleasant#3"
"short drive#positive";"1";"1";"1";"short drive";"G N";"short#19 drive#5"
"incredibly cheap#strongpositive";"1";"1";"1";"incredibly cheap";"A G";"incredibly#2 cheap#19"
"very outdated#strongnegative";"1";"1";"1";"very outdated";"A G";"very#458 outdated#1"
"so loud#strongnegative";"1";"1";"1";"so loud";"A G";"so#118 loud#13"
"not intrusive#positive";"1";"1";"1";"not intrusive";"A G";"not#259 intrusive#3"
"amazing views#strongpositive";"1";"1";"1";"amazing view";"G N";"amazing#19 views#8"
"definently try#positive";"1";"1";"1";"definently try";"A V";"definently#1 try#13"
"little shabby#negative";"1";"1";"1";"little shabby";"G N";"little#47 shabby#3"
"never arrived#negative";"1";"1";"1";"never arrive";"A V";"never#23 arrived#10"
"very practical#positive";"1";"1";"1";"very practical";"A G";"very#458 practical#2"
"pretty new#positive";"1";"1";"1";"pretty new";"A G";"pretty#11 new#20"
"being old#negative";"1";"1";"1";"be old";"V G";"being#15 old#48"
"with stains#negative";"1";"1";"1";"with stain";"P N";"with#296 stains#3"
"were charged#negative";"1";"1";"1";"be charge";"V V";"were#230 charged#5"
"extremely rude#strongnegative";"1";"1";"1";"extremely RUDE";"A R";"extremely#13 rude#9"
"very tired#strongnegative";"1";"1";"1";"very tired";"A G";"very#458 tired#5"
"really quite#strongpositive";"1";"1";"1";"really quite";"A A";"really#92 quite#40"
"just awful#strongnegative";"1";"1";"1";"just awful";"A G";"just#65 awful#5"
"with balcony#positive";"1";"1";"1";"with balcony";"P N";"with#296 balcony#10"
"really underwhelmed#strongnegative";"1";"1";"1";"really underwhelmed";"A G";"really#92 underwhelmed#1"
"spent there#positive";"1";"1";"1";"spent there";"O O";"spent#11 there#213"
"fantastically clean#strongpositive";"1";"1";"1";"fantastically clean";"A G";"fantastically#2 clean#131"
"well fitted#positive";"1";"1";"1";"well fit";"A V";"well#84 fitted#1"
"quite good#positive";"1";"1";"1";"quite good";"A G";"quite#40 good#275"
"with seasight#positive";"1";"1";"1";"with seasight";"P G";"with#296 seasight#1"
"answered politely#positive";"1";"1";"1";"answer politely";"V A";"answered#1 politely#1"
"extremely pleasant#strongpositive";"1";"1";"1";"extremely pleasant";"A G";"extremely#13 pleasant#13"
"very upsale#strongpositive";"1";"1";"1";"Very Upsale";"R R";"very#458 upsale#1"
"absolutely breathtaking#strongpositive";"1";"1";"1";"absolutely breathtaking";"A G";"absolutely#18 breathtaking#1"
"better looking#positive";"1";"1";"1";"well look";"A V";"better#33 looking#13"
"a happy#positive";"1";"1";"1";"a happy";"D G";"a#833 happy#9"
"5 stars#positive";"1";"1";"1";"5 star";"O N";"5#31 stars#10"
"came quickly#positive";"1";"1";"1";"come quickly";"V A";"came#9 quickly#6"
"will recommend#positive";"1";"1";"1";"will recommend";"O V";"will#63 recommend#39"
"not outstanding#negative";"1";"1";"1";"not outstanding";"A G";"not#259 outstanding#5"
"too little#negative";"1";"1";"1";"too little";"A G";"too#42 little#47"
"full amount#negative";"1";"1";"1";"full amount";"G N";"full#14 amount#4"
"french style#positive";"1";"1";"1";"french style";"G N";"french#8 style#9"
"cannot find#positive";"1";"1";"1";"cannot find";"O V";"cannot#10 find#21"
"so helpful#positive";"1";"1";"1";"so helpful";"A G";"so#118 helpful#45"
"realy great#strongpositive";"1";"1";"1";"realy great";"A G";"realy#2 great#156"
"very keen#strongpositive";"1";"1";"1";"very keen";"A G";"very#458 keen#1"
"avoid !!!!#strongnegative";"1";"1";"1";"AVOID !!!!";"R O";"avoid#5 !!!!#2"
"very good#strongpositive";"0";"50";"61";"very good";"A G";"very#458 good#275"
"very friendly#strongpositive";"0";"34";"37";"very friendly";"A G";"very#458 friendly#126"
"very clean#strongpositive";"0";"34";"36";"very clean";"A G";"very#458 clean#131"
"very nice#strongpositive";"0";"25";"35";"very nice";"A G";"very#458 nice#168"
"there is#positive";"0";"22";"52";"there be";"O V";"there#213 is#610"
"the best#strongpositive";"0";"10";"38";"the good";"D G";"the#2027 best#64"
"very old#strongnegative";"0";"9";"10";"very old";"A G";"very#458 old#48"
"there are#positive";"0";"9";"36";"there be";"O V";"there#213 are#218"
"very poor#strongnegative";"0";"8";"11";"very poor";"A G";"very#458 poor#27"
"there was#positive";"0";"8";"24";"there be";"O V";"there#213 was#626"
"really nice#strongpositive";"0";"7";"8";"really nice";"A G";"really#92 nice#168"
"good quality#positive";"0";"6";"8";"good quality";"G N";"good#275 quality#25"
"very pleasant#strongpositive";"0";"6";"7";"very pleasant";"A G";"very#458 pleasant#13"
"there are#negative";"0";"5";"36";"there be";"O V";"there#213 are#218"
"there were#positive";"0";"5";"17";"there be";"O V";"there#213 were#230"
"really good#strongpositive";"0";"5";"8";"really good";"A G";"really#92 good#275"
"not clean#negative";"0";"5";"6";"not clean";"A G";"not#259 clean#131"
"there is#negative";"0";"5";"52";"there be";"O V";"there#213 is#610"
"not worth#negative";"0";"4";"7";"not worth";"A G";"not#259 worth#21"
"highly recommended#strongpositive";"0";"4";"5";"highly recommend";"A V";"highly#13 recommended#10"
"there was#negative";"0";"4";"24";"there be";"O V";"there#213 was#626"
"very bad#strongnegative";"0";"4";"5";"very bad";"A G";"very#458 bad#33"
"very attentive#strongpositive";"0";"3";"4";"very attentive";"A G";"very#458 attentive#8"
"very modern#strongpositive";"0";"3";"4";"very modern";"A G";"very#458 modern#26"
"there were#negative";"0";"3";"17";"there be";"O V";"there#213 were#230"
"not enough#negative";"0";"3";"6";"not enough";"A G";"not#259 enough#31"
"no problem#positive";"0";"3";"4";"no problem";"D N";"no#105 problem#13"
"really enjoyed#strongpositive";"0";"3";"4";"really enjoy";"A V";"really#92 enjoyed#26"
"very basic#strongnegative";"0";"3";"5";"very basic";"A G";"very#458 basic#18"
"very loud#strongnegative";"0";"3";"5";"very loud";"A A";"very#458 loud#13"
"not good#negative";"0";"3";"4";"not good";"A G";"not#259 good#275"
"highly recommend#strongpositive";"0";"3";"6";"highly recommend";"A V";"highly#13 recommend#39"
"rather small#negative";"0";"2";"3";"rather small";"A G";"rather#12 small#68"
"there 's#positive";"0";"2";"6";"there have";"O V";"there#213 's#82"
"centrally located#positive";"0";"2";"3";"centrally locate";"A V";"centrally#3 located#33"
"cleaned daily#positive";"0";"2";"3";"clean daily";"V G";"cleaned#13 daily#10"
"enough space#positive";"0";"2";"3";"enough space";"G N";"enough#31 space#12"
"very funny#strongpositive";"0";"2";"3";"very funny";"A G";"very#458 funny#5"
"all around#positive";"0";"2";"5";"all around";"A A";"all#188 around#34"
"4 stars#strongpositive";"0";"2";"5";"4 star";"O N";"4#29 stars#10"
"not big#negative";"0";"2";"3";"not big";"A G";"not#259 big#42"
"very easy#strongpositive";"0";"2";"4";"very easy";"A A";"very#458 easy#16"
"close to#positive";"0";"2";"43";"close to";"G P";"close#50 to#771"
"lots of#positive";"0";"2";"11";"lot of";"N P";"lots#12 of#490"
"well located#positive";"0";"2";"4";"well locate";"O V";"well#84 located#33"
"already booked#positive";"0";"2";"3";"already book";"A V";"already#11 booked#22"
"great fun#strongpositive";"0";"2";"4";"great fun";"G N";"great#156 fun#12"
"nothing special#negative";"0";"2";"3";"nothing special";"N G";"nothing#27 special#17"
"not working#negative";"0";"2";"5";"not work";"A V";"not#259 working#19"
"good value#positive";"0";"2";"10";"good value";"G N";"good#275 value#21"
"would like#negative";"0";"2";"10";"would like";"O V";"would#88 like#56"
"quite nice#positive";"0";"2";"3";"quite nice";"A G";"quite#40 nice#168"
"the biggest#strongpositive";"0";"2";"3";"the biggest";"D G";"the#2027 biggest#4"
"the worst#strongnegative";"0";"2";"5";"the bad";"D G";"the#2027 worst#5"
"good work#positive";"0";"1";"3";"good work";"G N";"good#275 work#21"
"all together#negative";"0";"1";"2";"all together";"D A";"all#188 together#3"
"very welcoming#strongpositive";"0";"1";"2";"very welcoming";"A G";"very#458 welcoming#6"
"recently renovated#positive";"0";"1";"2";"recently renovate";"A V";"recently#5 renovated#4"
"little small#negative";"0";"1";"2";"little small";"G G";"little#47 small#68"
"can find#positive";"0";"1";"7";"can find";"O V";"can#81 find#21"
"too hard#negative";"0";"1";"2";"too hard";"A G";"too#42 hard#13"
"5 minutes#positive";"0";"1";"6";"5 minute";"O N";"5#31 minutes#29"
"terrible !#strongnegative";"0";"1";"2";"terrible !";"G O";"terrible#8 !#234"
"really liked#strongpositive";"0";"1";"2";"really like";"A V";"really#92 liked#12"
"bit dated#negative";"0";"1";"3";"bit dated";"N G";"bit#25 dated#7"
"good !#strongpositive";"0";"1";"2";"good !";"G O";"good#275 !#234"
"old furnished#negative";"0";"1";"2";"old furnished";"G N";"old#48 furnished#7"
"in top#strongpositive";"0";"1";"2";"in top";"P N";"in#626 top#21"
"always hot#positive";"0";"1";"2";"always hot";"A G";"always#46 hot#12"
"very central#positive";"0";"1";"2";"very central";"A G";"very#458 central#11"
"never again#strongnegative";"0";"1";"3";"never again";"A A";"never#23 again#58"
"much better#strongpositive";"0";"1";"3";"much well";"A A";"much#35 better#33"
"not recommend#negative";"0";"1";"5";"not recommend";"A V";"not#259 recommend#39"
"too small#strongnegative";"0";"1";"2";"too small";"A G";"too#42 small#68"
"long walk#negative";"0";"1";"2";"long walk";"G N";"long#19 walk#31"
"very expensive#strongnegative";"0";"1";"2";"very expensive";"A G";"very#458 expensive#17"
"had everything#positive";"0";"1";"2";"have everything";"V N";"had#154 everything#52"
"good size#positive";"0";"1";"2";"good size";"G N";"good#275 size#17"
"really liked#positive";"0";"1";"2";"really like";"A V";"really#92 liked#12"
"not in#negative";"0";"1";"5";"not in";"A P";"not#259 in#626"
"the price#positive";"0";"1";"22";"the price";"D N";"the#2027 price#44"
"would recommend#positive";"0";"1";"7";"would recommend";"O V";"would#88 recommend#39"
"well trained#positive";"0";"1";"2";"well trained";"A G";"well#84 trained#2"
"not handled#negative";"0";"1";"2";"not handle";"A V";"not#259 handled#3"
"will hear#negative";"0";"1";"2";"will hear";"O V";"will#63 hear#10"
"very kind#strongpositive";"0";"1";"2";"very kind";"A G";"very#458 kind#19"
"very well#strongpositive";"0";"1";"15";"very well";"A A";"very#458 well#84"
"was not#negative";"0";"1";"31";"be not";"V A";"was#626 not#259"
"very lovely#strongpositive";"0";"1";"2";"very lovely";"A G";"very#458 lovely#29"
"very welcome#strongpositive";"0";"1";"4";"very welcome";"A G";"very#458 welcome#14"
"fantastic hosts#strongpositive";"0";"1";"2";"fantastic host";"G N";"fantastic#22 hosts#10"
"my favourite#positive";"0";"1";"2";"my favourite";"Q G";"my#141 favourite#5"
"a must#negative";"0";"1";"3";"a must";"D O";"a#833 must#6"
"next to#positive";"0";"1";"17";"next to";"G P";"next#51 to#771"
"good !#positive";"0";"1";"2";"good !";"G O";"good#275 !#234"
"was extra#negative";"0";"1";"2";"be extra";"V G";"was#626 extra#11"
"very convenient#strongpositive";"0";"1";"3";"very convenient";"A G";"very#458 convenient#8"
"lack of#negative";"0";"1";"4";"lack of";"N P";"lack#4 of#490"
"good enough#positive";"0";"1";"2";"good enough";"G A";"good#275 enough#31"
"ideally situated#strongpositive";"0";"1";"2";"ideally situate";"A V";"ideally#2 situated#10"
"very large#positive";"0";"1";"3";"Very large";"A G";"very#458 large#27"
"bad quality#negative";"0";"1";"2";"bad quality";"G N";"bad#33 quality#25"
"kinda rude#negative";"0";"1";"2";"kinda rude";"N N";"kinda#2 rude#9"
"directly next#positive";"0";"1";"2";"directly next";"A G";"directly#6 next#51"
"air conditioning#positive";"0";"1";"4";"air conditioning";"N N";"air#8 conditioning#4"
"very little#strongnegative";"0";"1";"3";"very little";"A G";"very#458 little#47"
"very positive#strongpositive";"0";"1";"2";"very positive";"A G";"very#458 positive#6"
"excellent hosts#strongpositive";"0";"1";"2";"excellent host";"G N";"excellent#98 hosts#10"
"close by#positive";"0";"1";"2";"close by";"G P";"close#50 by#52"
"clean enough#positive";"0";"1";"2";"clean enough";"G N";"clean#131 enough#31"
"worth it#positive";"0";"1";"2";"worth it";"G Q";"worth#21 it#302"
"to return#positive";"0";"1";"4";"to return";"P V";"to#771 return#9"
"very persistent#strongnegative";"0";"1";"2";"very persistent";"A G";"very#458 persistent#2"
"every night#positive";"0";"1";"2";"every night";"D N";"every#33 night#54"
"would stay#negative";"0";"1";"2";"would stay";"O V";"would#88 stay#129"
"very basic#negative";"0";"1";"5";"very basic";"A G";"very#458 basic#18"
"very large#strongpositive";"0";"1";"3";"Very large";"A G";"very#458 large#27"
"not like#negative";"0";"1";"2";"not like";"A P";"not#259 like#56"
"very polite#strongpositive";"0";"1";"2";"very polite";"A G";"very#458 polite#5"
"booked again#positive";"0";"1";"2";"book again";"V A";"booked#22 again#58"
"2 star#negative";"0";"1";"2";"2 star";"O G";"2#40 star#27"
"very good#positive";"0";"1";"61";"very good";"A G";"very#458 good#275"
"loads of#positive";"0";"1";"2";"load of";"N P";"loads#2 of#490"
"were provided#negative";"0";"1";"4";"be provide";"V V";"were#230 provided#17"
"not offering#negative";"0";"1";"2";"not offer";"A V";"not#259 offering#4"
"well organized#positive";"0";"1";"2";"well organize";"A V";"well#84 organized#5"
"very near#strongpositive";"0";"1";"2";"Very near";"R P";"very#458 near#27"
"really poor#strongnegative";"0";"1";"2";"really poor";"A G";"really#92 poor#27"
"were given#positive";"0";"1";"2";"be give";"V V";"were#230 given#9"
"come back#positive";"0";"1";"16";"come back";"V A";"come#30 back#59"
"very professional#strongpositive";"0";"1";"2";"very professional";"A G";"very#458 professional#11"
"very central#strongpositive";"0";"1";"2";"very central";"A G";"very#458 central#11"
"very dirty#strongnegative";"0";"1";"2";"very dirty";"A G";"very#458 dirty#13"
"was cleaned#positive";"0";"1";"3";"be clean";"V V";"was#626 cleaned#13"
"very much#strongpositive";"0";"1";"4";"very much";"A A";"very#458 much#35"
"let alone#negative";"0";"1";"2";"let alone";"V A";"let#7 alone#4"
"looked after#positive";"0";"1";"5";"look after";"V A";"looked#12 after#45"
"very nice#positive";"0";"1";"35";"very nice";"A G";"very#458 nice#168"
"very expensive#negative";"0";"1";"2";"very expensive";"A G";"very#458 expensive#17"
"never worth#strongnegative";"0";"1";"2";"never worth";"A G";"never#23 worth#21"
"24 hours#positive";"0";"1";"2";"24 hour";"O N";"24#3 hours#9"
"that is#negative";"0";"1";"10";"that be";"D V";"that#162 is#610"
"all inclusive#positive";"0";"1";"23";"all inclusive";"D G";"all#188 inclusive#27"
"a dream#strongpositive";"0";"1";"2";"a dream";"D N";"a#833 dream#2"
"great value#positive";"0";"1";"3";"great value";"G N";"great#156 value#21"
"very elegant#strongpositive";"0";"1";"2";"very elegant";"A G";"very#458 elegant#4"
"well connected#positive";"0";"1";"3";"well connected";"A G";"well#84 connected#3"
"are available#positive";"0";"1";"2";"be available";"V G";"are#218 available#19"
"all tastes#positive";"0";"1";"2";"all taste";"D N";"all#188 tastes#2"
"no problems#positive";"0";"1";"3";"no problem";"D N";"no#105 problems#9"
"don 't go#negative";"1";"5";"5";"Don 't go";"R A V";"don#35 't#95 go#51"
"well looked after#positive";"1";"4";"4";"well look after";"A V P";"well#84 looked#12 after#45"
"would not recommend#negative";"1";"2";"2";"would not recommend";"O A V";"would#88 not#259 recommend#39"
"the best restaurant#positive";"1";"2";"2";"the good restaurant";"D G N";"the#2027 best#64 restaurant#70"
"would go back#positive";"1";"2";"2";"would go back";"O V A";"would#88 go#51 back#59"
"paradise on earth#strongpositive";"1";"2";"2";"Paradise on earth";"R P N";"paradise#4 on#161 earth#3"
"very well located#strongpositive";"1";"2";"2";"very well locate";"A A V";"very#458 well#84 located#33"
"a little busy#negative";"1";"2";"2";"a little busy";"D G G";"a#833 little#47 busy#7"
"'ll come back#positive";"1";"2";"2";"'ll come back";"O V A";"'ll#4 come#30 back#59"
"there are not#negative";"1";"2";"2";"there be not";"O V A";"there#213 are#218 not#259"
"never again !#strongnegative";"1";"2";"2";"never again !";"A A O";"never#23 again#58 !#234"
"would come again#positive";"1";"2";"2";"would come again";"O V A";"would#88 come#30 again#58"
"keep coming back#positive";"1";"2";"2";"keep come back";"V V A";"keep#11 coming#13 back#59"
"there was not#negative";"1";"2";"2";"there be not";"O V A";"there#213 was#626 not#259"
"would have preferred#negative";"1";"2";"2";"would have prefer";"O V V";"would#88 have#138 preferred#3"
"with some exceptions#negative";"1";"2";"2";"with some exception";"P D N";"with#296 some#65 exceptions#2"
"could not fault#positive";"1";"2";"2";"can not fault";"O A V";"could#42 not#259 fault#5"
"very very good#strongpositive";"1";"2";"2";"Very very good";"R A G";"very#458 very#458 good#275"
"should be free#negative";"1";"2";"2";"should be free";"O V G";"should#18 be#115 free#42"
"not so good.the#negative";"1";"2";"2";"not so good.the";"A A G";"not#259 so#118 good.the#2"
"in good shape#positive";"1";"2";"2";"in good shape";"A G N";"in#626 good#275 shape#3"
"will go back#positive";"1";"2";"2";"will go back";"O V A";"will#63 go#51 back#59"
"such a lovely#strongpositive";"1";"2";"2";"such a lovely";"D D G";"such#15 a#833 lovely#29"
"with sea view#positive";"1";"2";"2";"with sea view";"P N N";"with#296 sea#15 view#33"
"squeezed on demand#positive";"1";"1";"1";"squeeze on demand";"V P N";"squeezed#1 on#161 demand#1"
"great fun !!!#strongpositive";"1";"1";"1";"great fun !!!";"G N O";"great#156 fun#12 !!!#8"
"a huge disappointment#negative";"1";"1";"1";"a huge disappointment";"D G N";"a#833 huge#10 disappointment#4"
"there was always#positive";"1";"1";"1";"there be always";"A V A";"there#213 was#626 always#46"
"full of flies#negative";"1";"1";"1";"full of fly";"G P N";"full#14 of#490 flies#1"
"absolutely fine !#strongpositive";"1";"1";"1";"absolutely fine !";"A G O";"absolutely#18 fine#15 !#234"
"surely coming back#positive";"1";"1";"1";"surely come back";"A V A";"surely#3 coming#13 back#59"
"quite disgusting condition#negative";"1";"1";"1";"quite disgusting condition";"A G N";"quite#40 disgusting#2 condition#10"
"without the view#negative";"1";"1";"1";"without the view";"P D N";"without#16 the#2027 view#33"
"has been completed#positive";"1";"1";"1";"have be complete";"V V V";"has#28 been#41 completed#2"
"well · furnished#positive";"1";"1";"1";"well · furnish";"A G V";"well#84 ·#216 furnished#7"
"ride bus service#positive";"1";"1";"1";"ride bus service";"N N N";"ride#3 bus#20 service#79"
"more than 700#negative";"1";"1";"1";"more than 700";"G P O";"more#50 than#23 700#3"
"smelled terrible !#strongnegative";"1";"1";"1";"smell terrible !";"V G O";"smelled#1 terrible#8 !#234"
"not clean enough#negative";"1";"1";"1";"not clean enough";"A G G";"not#259 clean#131 enough#31"
"really angry !#strongnegative";"1";"1";"1";"really angry !";"A G O";"really#92 angry#1 !#234"
"very well organized#strongpositive";"1";"1";"1";"very well organize";"A A V";"very#458 well#84 organized#5"
"takes no responsibility#negative";"1";"1";"1";"take no responsibility";"V D N";"takes#8 no#105 responsibility#1"
"terrible stay !#strongnegative";"1";"1";"1";"terrible stay !";"G N O";"terrible#8 stay#129 !#234"
"wouldn 't recommended#negative";"1";"1";"1";"wouldn 't recommend";"V A V";"wouldn#3 't#95 recommended#10"
"international hotel food#positive";"1";"1";"1";"international hotel food";"G N N";"international#4 hotel#680 food#131"
"relaxed in comfort#positive";"1";"1";"1";"relax in comfort";"V P N";"relaxed#6 in#626 comfort#10"
"has only one#negative";"1";"1";"1";"have only one";"V A O";"has#28 only#84 one#98"
"with simplistic design#positive";"1";"1";"1";"with simplistic design";"P G N";"with#296 simplistic#1 design#6"
"easily to access#positive";"1";"1";"1";"easily to access";"A P N";"easily#9 to#771 access#15"
"at al time#positive";"1";"1";"1";"at al time";"P G N";"at#214 al#2 time#74"
"the most wonderfull#strongpositive";"1";"1";"1";"the much wonderfull";"D A G";"the#2027 most#39 wonderfull#3"
"failed to intervene#negative";"1";"1";"1";"fail to intervene";"V P V";"failed#1 to#771 intervene#1"
"haven 't found#negative";"1";"1";"1";"haven 't find";"V A V";"haven#5 't#95 found#22"
"definitely the best#strongpositive";"1";"1";"1";"definitely the good";"A D G";"definitely#25 the#2027 best#64"
"doing good job#positive";"1";"1";"1";"do good job";"V G N";"doing#3 good#275 job#5"
"had to discuss#negative";"1";"1";"1";"have to discuss";"V P V";"had#154 to#771 discuss#1"
"95 % private#negative";"1";"1";"1";"95 % private";"O N G";"95#2 %#5 private#7"
"geared for families#negative";"1";"1";"1";"gear for family";"V P N";"geared#1 for#419 families#10"
"with a bathtube#positive";"1";"1";"1";"with a bathtube";"P D N";"with#296 a#833 bathtube#1"
